dialogue_id,split,turn_id,role,text,act,issue,value
16,train,8,Employer,"I would recommend a 10 hour workday, but would be willing to reduce it to 9 hours if you are willing to accept the 90,000 salary",Offer,Working Hours,9 hours
16,train,9,Candidate,"I refuse. I want a workday of 8 hours and I am willing to have a salary of 120,000",Reject,,True
16,train,9,Candidate,"I refuse. I want a workday of 8 hours and I am willing to have a salary of 120,000",Offer,Working Hours,8 hours
16,train,9,Candidate,"I refuse. I want a workday of 8 hours and I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
16,train,10,Employer,I dont believe we are going to come to an agreement if you have no flexibility,Reject,,True
16,train,11,Candidate,I am willing to have a workday of 9 hours. But I must change our previous agreement. I would like a position of project manager,Offer,Working Hours,9 hours
16,train,11,Candidate,I am willing to have a workday of 9 hours. But I must change our previous agreement. I would like a position of project manager,Offer,Job Description,Project Manager
16,train,12,Employer,I think I am going to opt out at this time and try to find another candidate.  You are simply being too demanding,Quit,,True
16,train,13,Candidate,I am opting out. Please press the button Opt out.,Other,,
17,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
17,train,1,Candidate,"I demand a salary of 120,000",Offer,Salary,"120,000 USD"
17,train,2,Employer,Good Morning! Please review this offer.,Greet,,True
17,train,2,Employer,Good Morning! Please review this offer.,Reject,,True
17,train,3,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
17,train,4,Employer,That is really steep,Reject,,True
17,train,5,Candidate,"I am willing to have a salary of 90,000",Offer,Salary,"90,000 USD"
17,train,6,Employer,Our ad posted 60K,Offer,Salary,"60,000 USD"
17,train,7,Candidate,"I want a salary of 90,000",Offer,Salary,"90,000 USD"
17,train,8,Employer,"What about other benefits, like working hours",Query,Offer,Working Hours
17,train,9,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
17,train,10,Employer,Good to know. Are you looking to stay for the long or short term? Promotions could happen quickly if you work with us,Query,Offer,Promotion Possibilities
17,train,11,Candidate,I would like a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
17,train,12,Employer,"Happy to do that, but you've got to meet me more on salary and benefits",Other,,
17,train,13,Candidate,I want a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
17,train,14,Employer,Done.,Accept,,True
17,train,15,Candidate,It's good to reach an agreement on this,Other,,
17,train,16,Candidate,"I am expecting a salary of 90,000",Offer,Salary,"90,000 USD"
17,train,17,Employer,"All right, I could do 60K",Offer,Salary,"60,000 USD"
17,train,18,Candidate,I accept the previous offer. I would like to continue and discuss another issue. I am expecting a position of project manager,Accept,,True
17,train,18,Candidate,I accept the previous offer. I would like to continue and discuss another issue. I am expecting a position of project manager,Offer,Job Description,Project Manager
17,train,19,Employer,I can't say that is a good place to start out,Reject,,True
17,train,20,Candidate,I demand a position of team manager,Offer,Job Description,Team Manager
17,train,21,Employer,what about team manager?,Offer,Job Description,Team Manager
17,train,22,Candidate,I'm happy that you accept,Other,,
17,train,23,Candidate,I demand a pension of 20%,Offer,Pension Fund,20%
17,train,24,Employer,"Everyone else has 10%, I can't play favorites",Offer,Pension Fund,10%
17,train,24,Employer,"Everyone else has 10%, I can't play favorites",Reject,,True
17,train,25,Candidate,I accept the previous offer. I would like to move on. I demand a workday of 8 hours,Accept,,True
17,train,25,Candidate,I accept the previous offer. I would like to move on. I demand a workday of 8 hours,Offer,Working Hours,8 hours
17,train,26,Employer,"Hold on now, you're new and need to show your skills. Let's do 10 hours",Offer,Working Hours,10 hours
17,train,27,Candidate,I reject the offer about the working hours. I am expecting a workday of 8 hours,Reject,,
17,train,27,Candidate,I reject the offer about the working hours. I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
17,train,28,Employer,Le'ts meet in the middle and say 9 hours,Offer,Working Hours,9 hours
17,train,29,Candidate,I reject the offer about the working hours. I am expecting a workday of 8 hours,Reject,,
17,train,29,Candidate,I reject the offer about the working hours. I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
17,train,30,Employer,I'll do the slow promotion track with 9 hours,Offer,Promotion Possibilities,Slow promotion track
17,train,30,Employer,I'll do the slow promotion track with 9 hours,Offer,Working Hours,9 hours
17,train,31,Candidate,I disagree with the offer. I demand a workday of 8 hours and I want a fast promotion track,Reject,,True
17,train,31,Candidate,I disagree with the offer. I demand a workday of 8 hours and I want a fast promotion track,Offer,Working Hours,8 hours
17,train,31,Candidate,I disagree with the offer. I demand a workday of 8 hours and I want a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
17,train,32,Employer,all right,Accept,,True
17,train,33,Candidate,It's great that you agree,Other,,
17,train,34,Candidate,I am willing to have a company car,Offer,Leased Car,With leased car
17,train,35,Employer,no car,Reject,Leased Car,With leased car
17,train,36,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
17,train,37,Candidate,I am willing to have a company car,Offer,Leased Car,With leased car
17,train,38,Employer,no leased car,Offer,Leased Car,Without leased car
17,train,39,Candidate,I reject the previous offer. I demand a company car,Reject,,True
17,train,39,Candidate,I reject the previous offer. I demand a company car,Offer,Leased Car,With leased car
17,train,40,Employer,will you work 10 hour days,Offer,Working Hours,10 hours
17,train,41,Candidate,I disagree with the offer,Reject,,True
17,train,42,Employer,I'll do the leased car if you work 10 hour days,Offer,Leased Car,With leased car
17,train,42,Employer,I'll do the leased car if you work 10 hour days,Offer,Working Hours,10 hours
17,train,43,Candidate,I reject the previous offer,Reject,,True
17,train,44,Employer,Work with me please 10 hours justifies a leased car,Offer,Leased Car,With leased car
17,train,44,Employer,Work with me please 10 hours justifies a leased car,Offer,Working Hours,10 hours
17,train,45,Candidate,I disagree with the offer,Reject,,True
17,train,46,Employer,Work 10 hours and we'll set you up with a leased car,Offer,Leased Car,With leased car
17,train,46,Employer,Work 10 hours and we'll set you up with a leased car,Offer,Working Hours,10 hours
17,train,47,Candidate,I disagree,Reject,,True
18,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
18,train,1,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
18,train,2,Employer,I agree to that,Accept,,True
18,train,3,Candidate,I'm happy that you accept,Other,,
18,train,4,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
18,train,5,Employer,I could agree to 90000,Offer,Salary,"90,000 USD"
18,train,6,Candidate,"I agree with a salary of 90,000. Now let's talk about how we can agree on other issues. I demand a company car",Accept,Salary,"90,000 USD"
18,train,6,Candidate,"I agree with a salary of 90,000. Now let's talk about how we can agree on other issues. I demand a company car",Offer,Leased Car,With leased car
18,train,7,Candidate,I want a company car,Offer,Leased Car,With leased car
18,train,8,Employer,I can agree to that if you can agree to 9 working hours,Offer,Working Hours,9 hours
18,train,9,Candidate,I reject a workday of 9 hours. I am willing to have a workday of 8 hours,Reject,Working Hours,9 hours
18,train,9,Candidate,I reject a workday of 9 hours. I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
18,train,10,Employer,Okay I will agree to a work day of 8 hours,Accept,Working Hours,8 hours
18,train,11,Candidate,I'm happy that you accept the 8 hours,Other,,
18,train,12,Candidate,I am willing to have a company car,Offer,Leased Car,With leased car
18,train,13,Employer,Okay I agree to the company car,Accept,Leased Car,With leased car
18,train,14,Candidate,It's great that we agreed on with leased car,Other,,
18,train,15,Candidate,I demand a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
18,train,16,Employer,I agree to that demand,Accept,,True
18,train,17,Candidate,I'm happy that you accept,Other,,
18,train,18,Candidate,I want a pension of 20%,Offer,Pension Fund,20%
18,train,19,Employer,I will agree to that,Accept,,True
18,train,20,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
19,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
19,train,1,Candidate,I am expecting a position of project manager,Offer,Job Description,Project Manager
19,train,2,Employer,How about team manager instead?,Offer,Job Description,Team Manager
19,train,3,Candidate,"I agree with a position of team manager. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",Accept,Job Description,Team Manager
19,train,3,Candidate,"I agree with a position of team manager. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
19,train,4,Employer,"I'm afraid I can't do that. I can start you out at 90,000.",Offer,Salary,"90,000 USD"
19,train,4,Employer,"I'm afraid I can't do that. I can start you out at 90,000.",Reject,,True
19,train,5,Candidate,"I reject 90,000. I am expecting a salary of 120,000",Reject,Salary,"90,000 USD"
19,train,5,Candidate,"I reject 90,000. I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
19,train,6,Employer,"I can't give you 120,000.",Reject,Salary,"120,000 USD"
19,train,7,Candidate,I am willing to have a position of team manager,Offer,Job Description,Team Manager
19,train,8,Employer,"I'll give you 90,000 and an 8 hour work day.",Offer,Salary,"90,000 USD"
19,train,8,Employer,"I'll give you 90,000 and an 8 hour work day.",Offer,Working Hours,8 hours
19,train,9,Candidate,"I disagree. I want a workday of 9 hours and I would like a salary of 120,000",Reject,,True
19,train,9,Candidate,"I disagree. I want a workday of 9 hours and I would like a salary of 120,000",Offer,Working Hours,9 hours
19,train,9,Candidate,"I disagree. I want a workday of 9 hours and I would like a salary of 120,000",Offer,Salary,"120,000 USD"
19,train,10,Employer,"I can only give you a salary of 90,000. I'll put you on the fast promotion track.",Offer,Promotion Possibilities,Fast promotion track
19,train,10,Employer,"I can only give you a salary of 90,000. I'll put you on the fast promotion track.",Offer,Salary,"90,000 USD"
19,train,11,Candidate,I disagree,Reject,,True
19,train,12,Employer,"I'll give you a leased car if you take a 90,000 salary",Offer,Leased Car,With leased car
19,train,12,Employer,"I'll give you a leased car if you take a 90,000 salary",Offer,Salary,"90,000 USD"
19,train,13,Candidate,"I refuse. I want a salary of 120,000 and I demand no agreement on leased car",Reject,,True
19,train,13,Candidate,"I refuse. I want a salary of 120,000 and I demand no agreement on leased car",Offer,Salary,"120,000 USD"
19,train,13,Candidate,"I refuse. I want a salary of 120,000 and I demand no agreement on leased car",Offer,Leased Car,No agreement
19,train,14,Candidate,"Sorry, I changed my preferences",Other,,
19,train,15,Candidate,"I want a salary of 120,000",Offer,Salary,"120,000 USD"
19,train,16,Employer,"You can't have a slary of 120,000",Reject,Salary,"120,000 USD"
19,train,17,Candidate,"I want a salary of 90,000. But I must change our previous agreement. I demand a position of project manager",Offer,Salary,"90,000 USD"
19,train,17,Candidate,"I want a salary of 90,000. But I must change our previous agreement. I demand a position of project manager",Offer,Job Description,Project Manager
19,train,18,Employer,fine,Accept,,True
19,train,19,Candidate,It's good to reach an agreement on this,Other,,
19,train,20,Candidate,I demand a company car,Offer,Leased Car,With leased car
19,train,21,Employer,You cana,Other,,
19,train,22,Employer,You can't have a car but you can have a 10% pension fund,Offer,Leased Car,Without leased car
19,train,22,Employer,You can't have a car but you can have a 10% pension fund,Offer,Pension Fund,10%
19,train,23,Candidate,I disagree. I am expecting a pension of 20% and I demand a company car,Reject,,True
19,train,23,Candidate,I disagree. I am expecting a pension of 20% and I demand a company car,Offer,Pension Fund,20%
19,train,23,Candidate,I disagree. I am expecting a pension of 20% and I demand a company car,Offer,Leased Car,With leased car
19,train,24,Candidate,"Sorry, I changed my preferences",Other,,
19,train,25,Candidate,I demand a company car,Offer,Leased Car,With leased car
19,train,26,Employer,"Why do you need a car? I'm sure your car is perfectly fine, our cars aren't that great anyways",Reject,Leased Car,With leased car
19,train,27,Candidate,I am willing to have no agreement on leased car,Offer,Leased Car,No agreement
19,train,28,Employer,Ok,Accept,,True
19,train,29,Candidate,I'm happy that you accept,Other,,
19,train,30,Candidate,I am expecting a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
19,train,31,Employer,Sure,Accept,,True
19,train,32,Candidate,It's good to reach an agreement on this,Other,,
19,train,33,Candidate,I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
19,train,34,Employer,You wanted 9 hours before,Offer,Working Hours,9 hours
19,train,35,Candidate,I disagree about a workday of 9 hours. I demand a workday of 8 hours,Reject,Working Hours,9 hours
19,train,35,Candidate,I disagree about a workday of 9 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
19,train,36,Employer,i'll accept you working 10 hours,Offer,Working Hours,10 hours
19,train,37,Candidate,I reject 10 hours. I demand a workday of 8 hours,Reject,Working Hours,10 hours
19,train,37,Candidate,I reject 10 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
19,train,38,Employer,you can be a project manager if you work 9 hours,Offer,Job Description,Project Manager
19,train,38,Employer,you can be a project manager if you work 9 hours,Offer,Working Hours,9 hours
19,train,39,Candidate,I disagree with the offer,Reject,,True
19,train,40,Employer,fine you can work 10 hours.,Offer,Working Hours,10 hours
19,train,41,Candidate,I disagree about a workday of 10 hours. I demand a workday of 8 hours,Reject,Working Hours,10 hours
19,train,41,Candidate,I disagree about a workday of 10 hours. I demand a workday of 8 hours,Offer,Working Hours,8 hours
19,train,42,Employer,if you want to work 8 hours you have to be a programmer.,Offer,Job Description,Programmer
19,train,42,Employer,if you want to work 8 hours you have to be a programmer.,Offer,Working Hours,8 hours
19,train,43,Candidate,I disagree,Reject,,True
19,train,44,Employer,I don't have to hire you at all,Reject,,True
19,train,45,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
19,train,46,Employer,What are you willing to give up?,Other,,
19,train,47,Candidate,I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
19,train,48,Employer,oh my god,Other,,
2,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
2,train,1,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
2,train,2,Employer,How about 90k?,Offer,Salary,"90,000 USD"
2,train,3,Candidate,"I agree with a salary of 90,000. I would like to continue and discuss another issue. I would like a position of project manager",Accept,Salary,"90,000 USD"
2,train,3,Candidate,"I agree with a salary of 90,000. I would like to continue and discuss another issue. I would like a position of project manager",Offer,Job Description,Project Manager
2,train,4,Employer,You can have a position of Team Manager,Offer,Job Description,Team Manager
2,train,5,Candidate,I agree with a position of team manager. Let's discuss another issue. I want a pension of 20%,Accept,Job Description,Team Manager
2,train,5,Candidate,I agree with a position of team manager. Let's discuss another issue. I want a pension of 20%,Offer,Pension Fund,20%
2,train,6,Employer,This is acceptable to me,Accept,,True
2,train,7,Candidate,I'm happy that you accept,Other,,
2,train,8,Candidate,I want a workday of 8 hours,Offer,Working Hours,8 hours
2,train,9,Employer,How about 9 hours?,Offer,Working Hours,9 hours
2,train,10,Candidate,I accept a workday of 9 hours. Now let's talk about how we can agree on other issues. I am willing to have a company car,Accept,Working Hours,9 hours
2,train,10,Candidate,I accept a workday of 9 hours. Now let's talk about how we can agree on other issues. I am willing to have a company car,Offer,Leased Car,With leased car
2,train,11,Employer,That is fine.,Accept,,True
2,train,12,Candidate,It's great that you agree,Other,,
2,train,13,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
2,train,14,Employer,And I also agree with that.,Accept,,True
2,train,15,Candidate,I'm happy that you accept. We can sign the agreement now.,Other,,
20,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
20,train,1,Candidate,I demand a position of project manager,Offer,Job Description,Project Manager
20,train,2,Employer,How about programmer?,Offer,Job Description,Programmer
20,train,3,Candidate,"I agree with a position of programmer. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",Accept,Job Description,Programmer
20,train,3,Candidate,"I agree with a position of programmer. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
20,train,4,Employer,"How about 60,000?",Offer,Salary,"60,000 USD"
20,train,5,Candidate,"I reject 60,000. I want a salary of 120,000",Reject,Salary,"60,000 USD"
20,train,5,Candidate,"I reject 60,000. I want a salary of 120,000",Offer,Salary,"120,000 USD"
20,train,6,Employer,"Would you accept 90,000?",Offer,Salary,"90,000 USD"
20,train,7,Candidate,"I refuse 90,000. I am willing to have a salary of 120,000",Reject,Salary,"90,000 USD"
20,train,7,Candidate,"I refuse 90,000. I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
20,train,8,Employer,Fine,Accept,,True
20,train,9,Candidate,I'm happy that you accept,Other,,
20,train,10,Candidate,I want a company car,Offer,Leased Car,With leased car
20,train,11,Employer,Agreed,Accept,,True
20,train,12,Candidate,It's good to reach an agreement on this,Other,,
20,train,13,Candidate,I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
20,train,14,Employer,Agreed,Accept,,True
20,train,15,Candidate,It's great that you agree,Other,,
20,train,16,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
20,train,17,Employer,How about 10 hours?,Offer,Working Hours,10 hours
20,train,18,Candidate,I reject 10 hours. I am willing to have a workday of 8 hours,Reject,Working Hours,10 hours
20,train,18,Candidate,I reject 10 hours. I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
20,train,19,Employer,I gave you a car. You have to work 10 hours.,Offer,Working Hours,10 hours
20,train,20,Candidate,I reject a workday of 10 hours. I am expecting a workday of 8 hours,Reject,Working Hours,10 hours
20,train,20,Candidate,I reject a workday of 10 hours. I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
20,train,21,Employer,How about 9 hours?,Offer,Working Hours,9 hours
20,train,22,Candidate,I reject a workday of 9 hours. I want a workday of 8 hours,Reject,Working Hours,9 hours
20,train,22,Candidate,I reject a workday of 9 hours. I want a workday of 8 hours,Offer,Working Hours,8 hours
20,train,23,Employer,You will work 10 hours.,Offer,Working Hours,10 hours
20,train,24,Candidate,I refuse 10 hours. I am willing to have a workday of 8 hours,Reject,Working Hours,10 hours
20,train,24,Candidate,I refuse 10 hours. I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
20,train,25,Employer,Let's settle for 9 hours.,Offer,Working Hours,9 hours
20,train,26,Candidate,I reject a workday of 9 hours. I am expecting a workday of 8 hours,Reject,Working Hours,9 hours
20,train,26,Candidate,I reject a workday of 9 hours. I am expecting a workday of 8 hours,Offer,Working Hours,8 hours
20,train,27,Employer,How about 10 hours?,Offer,Working Hours,10 hours
20,train,28,Candidate,I refuse 10 hours. I am willing to have a workday of 8 hours,Reject,Working Hours,10 hours
20,train,28,Candidate,I refuse 10 hours. I am willing to have a workday of 8 hours,Offer,Working Hours,8 hours
20,train,29,Employer,Fine,Accept,,True
20,train,30,Candidate,It's good to reach an agreement on this,Other,,
20,train,31,Candidate,I am willing to have a pension of 20%,Offer,Pension Fund,20%
20,train,32,Employer,agreed,Accept,,True
21,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
21,train,1,Candidate,I want a position of project manager,Offer,Job Description,Project Manager
21,train,2,Employer,Hello!,Greet,,True
21,train,3,Candidate,I am willing to have a position of project manager,Offer,Job Description,Project Manager
21,train,4,Employer,Pls get the agreement draft,Other,,
21,train,5,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
21,train,6,Employer,Okay,Accept,,True
21,train,7,Candidate,It's great that you agree,Other,,
21,train,8,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
21,train,9,Employer,Okay,Accept,,True
21,train,10,Candidate,It's great that you agree,Other,,
21,train,11,Candidate,I would like a company car,Offer,Leased Car,With leased car
21,train,12,Employer,No. without campany car,Reject,Leased Car,With leased car
21,train,13,Candidate,I am expecting a company car,Offer,Leased Car,With leased car
22,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
22,train,1,Candidate,I want a position of project manager,Offer,Job Description,Project Manager
22,train,2,Employer,Greats let's discuss the issues.,Other,,
22,train,3,Employer,"I can give you a job title of programmer, how does that sound? You are very smart and that makes you sound smarter! ",Offer,Job Description,Programmer
22,train,4,Candidate,I refuse programmer position. I demand a position of project manager,Reject,Job Description,Programmer
22,train,4,Candidate,I refuse programmer position. I demand a position of project manager,Offer,Job Description,Project Manager
22,train,5,Employer,"You are not qualified to be team manager right now, but I definitely see that in your future. I would like to offer you the job of QA.",Reject,Job Description,Team Manager
22,train,5,Employer,"You are not qualified to be team manager right now, but I definitely see that in your future. I would like to offer you the job of QA.",Offer,Job Description,QA
22,train,6,Candidate,I disagree about a position of qa. I would like a position of project manager,Reject,Job Description,QA
22,train,6,Candidate,I disagree about a position of qa. I would like a position of project manager,Offer,Job Description,Project Manager
22,train,7,Employer,"How about we talk about the car issue. There is no way that our company can provide you with a new car, so you will need to use your own.",Offer,Leased Car,Without leased car
22,train,8,Candidate,I agree with no company car. I would like to continue and discuss another issue. I am willing to have a position of project manager,Accept,Leased Car,Without leased car
22,train,8,Candidate,I agree with no company car. I would like to continue and discuss another issue. I am willing to have a position of project manager,Offer,Job Description,Project Manager
22,train,9,Employer,"Ok, you are adamant about being project manager. How about you can be the project manager with a starting salary of $60,000.00",Offer,Job Description,Project Manager
22,train,9,Employer,"Ok, you are adamant about being project manager. How about you can be the project manager with a starting salary of $60,000.00",Offer,Salary,"60,000 USD"
22,train,10,Candidate,I accept the previous offer. I would like to move on. I want a workday of 8 hours,Accept,,True
22,train,10,Candidate,I accept the previous offer. I would like to move on. I want a workday of 8 hours,Offer,Working Hours,8 hours
22,train,11,Candidate,I would like a workday of 8 hours,Offer,Working Hours,8 hours
22,train,12,Employer,"I was thinking 10, but how about we split the difference and you work 9? I will also be willing to give you a 4 day work week.",Offer,Working Hours,9 hours
22,train,13,Candidate,I accept 9 hours. Let's discuss another issue. I want a pension of 20%,Accept,Working Hours,9 hours
22,train,13,Candidate,I accept 9 hours. Let's discuss another issue. I want a pension of 20%,Offer,Pension Fund,20%
22,train,14,Employer,"I will accept a 20% pension fund, but you're going to have to start off on the slow promotion track, seeing as you are already project manager.",Accept,Pension Fund,20%
22,train,14,Employer,"I will accept a 20% pension fund, but you're going to have to start off on the slow promotion track, seeing as you are already project manager.",Offer,Promotion Possibilities,Slow promotion track
22,train,15,Candidate,I disagree with the offer,Reject,,True
22,train,16,Employer,"Okay, how about a fast promotion track with 10% pension fund/",Offer,Pension Fund,10%
22,train,16,Employer,"Okay, how about a fast promotion track with 10% pension fund/",Offer,Promotion Possibilities,Fast promotion track
22,train,17,Candidate,I refuse,Reject,,True
22,train,18,Employer,"Okay 10 hour work day, 4 days a week with a fast promotion track.",Offer,Promotion Possibilities,Fast promotion track
22,train,18,Employer,"Okay 10 hour work day, 4 days a week with a fast promotion track.",Offer,Working Hours,10 hours
22,train,19,Candidate,I refuse,Reject,,True
22,train,20,Employer,Well then I can't hire you.,Quit,,True
22,train,21,Candidate,I would like a pension of 20%,Offer,Pension Fund,20%
22,train,22,Employer,20 pension with 10 hour work day. ,Offer,Pension Fund,20%
22,train,22,Employer,20 pension with 10 hour work day. ,Offer,Working Hours,10 hours
22,train,23,Candidate,I agree with the offer. Let's proceed to another issue. I am willing to have a fast promotion track,Accept,,True
22,train,23,Candidate,I agree with the offer. Let's proceed to another issue. I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
22,train,24,Employer,I agree,Accept,,True
22,train,25,Candidate,It's great that you agree,Other,,
22,train,26,Employer,Let's sign the agreement!,Other,,
23,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
23,train,1,Candidate,I am expecting a position of project manager,Offer,Job Description,Project Manager
23,train,2,Employer,"Hello! There is only Programmer position available at this time, can you accept it?",Greet,,True
23,train,2,Employer,"Hello! There is only Programmer position available at this time, can you accept it?",Offer,Job Description,Programmer
23,train,3,Candidate,"I accept a position of programmer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",Accept,Job Description,Programmer
23,train,3,Candidate,"I accept a position of programmer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,4,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,5,Employer,Salary for this position will be 60000$ but we can offer you slow promotion track as well,Offer,Promotion Possibilities,Slow promotion track
23,train,5,Employer,Salary for this position will be 60000$ but we can offer you slow promotion track as well,Offer,Salary,"60,000 USD"
23,train,6,Candidate,"I refuse. I want a salary of 120,000 and I demand a fast promotion track",Reject,,True
23,train,6,Candidate,"I refuse. I want a salary of 120,000 and I demand a fast promotion track",Offer,Salary,"120,000 USD"
23,train,6,Candidate,"I refuse. I want a salary of 120,000 and I demand a fast promotion track",Offer,Promotion Possibilities,Fast promotion track
23,train,7,Candidate,"Sorry, I changed my preferences",Other,,
23,train,8,Candidate,"I would like a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,9,Employer,"I offer fast promotion track, salary will be 60000$ ",Offer,Promotion Possibilities,Fast promotion track
23,train,9,Employer,"I offer fast promotion track, salary will be 60000$ ",Offer,Salary,"60,000 USD"
23,train,10,Candidate,"I disagree about a salary of 60,000. I want a salary of 120,000",Reject,Salary,"60,000 USD"
23,train,10,Candidate,"I disagree about a salary of 60,000. I want a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,11,Candidate,"I am willing to have a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,12,Candidate,"I want a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,13,Candidate,"I am expecting a salary of 120,000",Offer,Salary,"120,000 USD"
23,train,14,Employer,"we cant accept it, can offer you max 90000$ for this position",Offer,Salary,"90,000 USD"
23,train,14,Employer,"we cant accept it, can offer you max 90000$ for this position",Reject,,True
23,train,15,Candidate,"I accept a salary of 90,000. Now let's talk about how we can agree on other issues. I demand a company car",Accept,Salary,"90,000 USD"
23,train,15,Candidate,"I accept a salary of 90,000. Now let's talk about how we can agree on other issues. I demand a company car",Offer,Leased Car,With leased car
23,train,16,Employer,We can give you a car but you need to work 10 hours,Offer,Leased Car,With leased car
23,train,16,Employer,We can give you a car but you need to work 10 hours,Offer,Working Hours,10 hours
23,train,17,Candidate,I disagree. I would like a workday of 8 hours and I am willing to have no agreement on leased car,Reject,,True
23,train,17,Candidate,I disagree. I would like a workday of 8 hours and I am willing to have no agreement on leased car,Offer,Working Hours,8 hours
23,train,17,Candidate,I disagree. I would like a workday of 8 hours and I am willing to have no agreement on leased car,Offer,Leased Car,No agreement
23,train,18,Candidate,"Sorry, I changed my preferences",Other,,
23,train,19,Candidate,I would like no agreement on leased car,Offer,Leased Car,No agreement
23,train,20,Candidate,I would like no agreement on leased car,Offer,Leased Car,No agreement
23,train,21,Candidate,I want no agreement on leased car,Offer,Leased Car,No agreement
23,train,22,Employer,"This position demands 10 hours working day, but we can offer you a pension fund of 20%",Offer,Pension Fund,20%
23,train,22,Employer,"This position demands 10 hours working day, but we can offer you a pension fund of 20%",Offer,Working Hours,10 hours
23,train,23,Candidate,I agree. Now let's talk about how we can agree on other issues. I am expecting a company car,Accept,,True
23,train,23,Candidate,I agree. Now let's talk about how we can agree on other issues. I am expecting a company car,Offer,Leased Car,With leased car
23,train,24,Employer,we cant give you a company car for this moment,Offer,Leased Car,Without leased car
23,train,25,Candidate,I disagree about no company car,Reject,Leased Car,Without leased car
23,train,26,Employer,no agreement on company car,Offer,Leased Car,No agreement
23,train,27,Candidate,I accept no agreement on leased car. Let's proceed to another issue. I am willing to have a fast promotion track,Accept,Leased Car,No agreement
23,train,27,Candidate,I accept no agreement on leased car. Let's proceed to another issue. I am willing to have a fast promotion track,Offer,Promotion Possibilities,Fast promotion track
23,train,28,Employer,you received it,Accept,,True
23,train,29,Candidate,I'm happy that you accept. We can sign the agreement now. Please pick the values in the agreement draft and press Sign.,Other,,
24,train,0,Candidate,Hello. I would like to discuss the issues of my contract.,Greet,,True
24,train,1,Candidate,I am willing to have a position of project manager,Offer,Job Description,Project Manager
24,train,2,Employer,"Project Manager is very possible in the future, but for entry level positions we don't offer this.",Reject,Job Description,Project Manager
24,train,3,Candidate,I would like a position of project manager,Offer,Job Description,Project Manager
24,train,4,Employer,We normally offer new hires the role of Programmer.,Offer,Job Description,Programmer
